Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1779,CA-2018-105347,24/11/18,28/11/18,Standard Class,DP-13000,Darren Powers,Consumer,Los Angeles,California,West,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5,0,6.615
1818,CA-2018-125423,13/12/18,15/12/18,Second Class,MC-17575,Matt Collins,Consumer,Los Angeles,California,West,OFF-LA-10001771,Office Supplies,Labels,Avery 513,9.96,2,0,4.5816
2156,CA-2019-111115,25/07/19,27/07/19,Second Class,LB-16735,Larry Blacks,Consumer,Los Angeles,California,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,21.48,6,0,10.74
2191,CA-2019-118913,25/06/19,29/06/19,Standard Class,AS-10240,Alan Shonely,Consumer,Los Angeles,California,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,3,0,17.0268
2251,CA-2018-116092,15/02/18,18/02/18,Second Class,JM-16195,Justin MacKendrick,Consumer,Los Angeles,California,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.44,6,0,157.0176
2289,CA-2020-143343,10/06/20,13/06/20,First Class,BW-11200,Ben Wallace,Consumer,Los Angeles,California,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,16.4,5,0,4.756
2331,CA-2019-155187,24/09/19,26/09/19,Second Class,LA-16780,Laura Armstrong,Corporate,Los Angeles,California,West,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2,0,2.9372
2352,CA-2020-109701,02/12/20,03/12/20,Same Day,AM-10360,Alice McCarthy,Corporate,Los Angeles,California,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3,0,22.2516
2353,CA-2020-109701,02/12/20,03/12/20,Same Day,AM-10360,Alice McCarthy,Corporate,Los Angeles,California,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,6,0,5.04
2447,CA-2018-100573,25/09/18,01/10/18,Standard Class,AM-10705,Anne McFarland,Consumer,Los Angeles,California,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0,8.2156
2476,CA-2019-114972,03/11/19,06/11/19,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,87.71,7,0,41.2237
2477,CA-2019-114972,03/11/19,06/11/19,First Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,0,429.5772
2589,CA-2019-137729,05/05/19,09/05/19,Standard Class,BF-11005,Barry Franz,Home Office,Los Angeles,California,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0,1.0166
2637,CA-2018-162369,15/08/18,19/08/18,Standard Class,TT-21265,Tim Taslimi,Corporate,Los Angeles,California,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0,61.389
2670,US-2018-139759,25/08/18,30/08/18,Standard Class,NL-18310,Nancy Lomonaco,Home Office,Los Angeles,California,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96,4,0,29.6688
2787,CA-2018-149972,21/09/18,23/09/18,First Class,CD-12790,Cynthia Delaney,Home Office,Los Angeles,California,West,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2,0,2.528
2836,CA-2020-110842,11/11/20,16/11/20,Standard Class,GA-14725,Guy Armstrong,Consumer,Los Angeles,California,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,1,0,2.8314
2873,CA-2020-135167,15/06/20,20/06/20,Standard Class,SC-20800,Stuart Calhoun,Consumer,Los Angeles,California,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1,0,1.7466
2887,CA-2020-102099,18/12/20,19/12/20,First Class,EP-13915,Emily Phan,Consumer,Los Angeles,California,West,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0,1.7901
2944,CA-2020-126242,19/11/20,24/11/20,Standard Class,MC-18100,Mick Crebagga,Consumer,Los Angeles,California,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01,9,0,76.2525
2960,CA-2018-158456,24/12/18,29/12/18,Standard Class,KT-16465,Kean Takahito,Consumer,Los Angeles,California,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92,4,0,21.5824
2991,CA-2019-139010,21/02/19,26/02/19,Second Class,MC-17635,Matthew Clasen,Corporate,Los Angeles,California,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0,8.983
3074,CA-2019-125206,03/01/19,05/01/19,First Class,LR-16915,Lena Radford,Consumer,Los Angeles,California,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,0,28.615
3405,CA-2018-152527,17/10/18,17/10/18,Same Day,CM-12190,Charlotte Melton,Consumer,Los Angeles,California,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0,3.894
3421,CA-2019-134803,28/05/19,03/06/19,Standard Class,CL-12565,Clay Ludtke,Consumer,Los Angeles,California,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,0,78.672
3498,CA-2019-107328,08/08/19,15/08/19,Standard Class,CA-12055,Cathy Armstrong,Home Office,Los Angeles,California,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,487.92,6,0,136.6176
3566,CA-2019-130029,03/07/19,06/07/19,First Class,GT-14755,Guy Thornton,Consumer,Los Angeles,California,West,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.96,2,0,0.0792
3620,CA-2020-141929,04/09/20,08/09/20,Standard Class,RA-19285,Ralph Arnett,Consumer,Los Angeles,California,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",217.85,5,0,65.355
3632,CA-2020-132178,03/05/20,08/05/20,Second Class,DB-12970,Darren Budd,Corporate,Los Angeles,California,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",69.52,2,0,19.4656
3633,CA-2020-132178,03/05/20,08/05/20,Second Class,DB-12970,Darren Budd,Corporate,Los Angeles,California,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,763.44,8,0,45.8064
3759,CA-2018-167745,18/09/18,23/09/18,Standard Class,GB-14530,George Bell,Corporate,Los Angeles,California,West,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",11.68,2,0,5.4896
3760,CA-2018-167745,18/09/18,23/09/18,Standard Class,GB-14530,George Bell,Corporate,Los Angeles,California,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",16.9,2,0,5.07
3787,CA-2019-144218,31/10/19,04/11/19,Standard Class,JD-15895,Jonathan Doherty,Corporate,Los Angeles,California,West,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",1085.42,7,0,282.2092
3903,US-2018-119312,02/10/18,07/10/18,Second Class,CS-12400,Christopher Schild,Home Office,Los Angeles,California,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,270.34,14,0,75.6952
3963,CA-2020-134838,19/02/20,20/02/20,First Class,ED-13885,Emily Ducich,Home Office,Los Angeles,California,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,12.84,3,0,3.4668
4119,CA-2018-153416,24/11/18,29/11/18,Standard Class,TS-21340,Toby Swindell,Consumer,Los Angeles,California,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,454.86,7,0,54.5832
4137,CA-2020-105914,02/10/20,08/10/20,Standard Class,PV-18985,Paul Van Hugh,Home Office,Los Angeles,California,West,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1575.14,7,0,204.7682
4217,CA-2018-111234,18/02/18,22/02/18,Standard Class,AB-10600,Ann Blume,Corporate,Los Angeles,California,West,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9.24,3,0,4.4352
4291,CA-2020-102407,09/12/20,13/12/20,Second Class,AT-10435,Alyssa Tate,Home Office,Los Angeles,California,West,OFF-AR-10000122,Office Supplies,Art,Newell 314,11.16,2,0,2.79
4293,CA-2020-102407,09/12/20,13/12/20,Second Class,AT-10435,Alyssa Tate,Home Office,Los Angeles,California,West,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,189,1,0,68.04
4297,CA-2020-117261,04/09/20,10/09/20,Standard Class,TH-21235,Tiffany House,Corporate,Los Angeles,California,West,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",54.32,4,0,0.5432
4315,CA-2018-115945,25/06/18,01/07/18,Standard Class,AB-10165,Alan Barnes,Consumer,Los Angeles,California,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,20.96,2,0,5.24
4317,CA-2018-115945,25/06/18,01/07/18,Standard Class,AB-10165,Alan Barnes,Consumer,Los Angeles,California,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,304.23,3,0,9.1269
4451,CA-2018-121965,19/06/18,23/06/18,Standard Class,LH-17155,Logan Haushalter,Consumer,Los Angeles,California,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,0,87.7443
4481,CA-2019-109365,03/11/19,08/11/19,Standard Class,XP-21865,Xylona Preis,Consumer,Los Angeles,California,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7,0,5.0358
4482,CA-2019-109365,03/11/19,08/11/19,Standard Class,XP-21865,Xylona Preis,Consumer,Los Angeles,California,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,43.32,2,0,14.2956
4561,CA-2018-118871,04/12/18,09/12/18,Second Class,HM-14860,Harry Marie,Corporate,Los Angeles,California,West,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,0,122.148
4584,US-2019-100405,26/08/19,28/08/19,Second Class,TS-21430,Tom Stivers,Corporate,Los Angeles,California,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,8.26,2,0,3.7996
4591,CA-2019-129868,26/12/19,31/12/19,Standard Class,MC-18130,Mike Caudle,Corporate,Los Angeles,California,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,17.76,2,0,4.9728
4594,CA-2019-129868,26/12/19,31/12/19,Standard Class,MC-18130,Mike Caudle,Corporate,Los Angeles,California,West,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",7.9,2,0,2.054
4596,CA-2019-129868,26/12/19,31/12/19,Standard Class,MC-18130,Mike Caudle,Corporate,Los Angeles,California,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,53.97,3,0,15.1116
4637,CA-2020-168228,27/04/20,29/04/20,First Class,AP-10915,Arthur Prichep,Consumer,Los Angeles,California,West,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,4,0,33.4584
4638,CA-2020-168228,27/04/20,29/04/20,First Class,AP-10915,Arthur Prichep,Consumer,Los Angeles,California,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,12.39,3,0,5.6994
4639,CA-2020-168228,27/04/20,29/04/20,First Class,AP-10915,Arthur Prichep,Consumer,Los Angeles,California,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,0,12.298
4709,CA-2020-138149,29/06/20,30/06/20,First Class,WB-21850,William Brown,Consumer,Los Angeles,California,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",130.71,3,0,39.213
4710,CA-2020-138149,29/06/20,30/06/20,First Class,WB-21850,William Brown,Consumer,Los Angeles,California,West,OFF-AR-10000255,Office Supplies,Art,Newell 328,11.68,2,0,3.0368
4720,CA-2018-142601,18/04/18,20/04/18,Second Class,DE-13255,Deanra Eno,Home Office,Los Angeles,California,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",947.17,7,0,9.4717
4808,CA-2018-137708,22/11/18,25/11/18,Second Class,NG-18430,Nathan Gelder,Consumer,Los Angeles,California,West,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3,0,10.089
4961,CA-2019-166226,18/11/19,22/11/19,Standard Class,TC-21535,Tracy Collins,Home Office,Los Angeles,California,West,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,1,0,18.3168
5043,CA-2019-158694,10/11/19,13/11/19,Second Class,AI-10855,Arianne Irving,Consumer,Los Angeles,California,West,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,129.92,4,0,38.976
5046,CA-2019-158694,10/11/19,13/11/19,Second Class,AI-10855,Arianne Irving,Consumer,Los Angeles,California,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,4,0,187.3976
5048,CA-2019-158694,10/11/19,13/11/19,Second Class,AI-10855,Arianne Irving,Consumer,Los Angeles,California,West,OFF-AR-10001227,Office Supplies,Art,Newell 338,14.7,5,0,3.969
5068,CA-2020-160934,15/01/20,19/01/20,Standard Class,TT-21460,Tonja Turnell,Home Office,Los Angeles,California,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4,5,0,6.206
5146,CA-2020-161333,02/02/20,07/02/20,Standard Class,JL-15835,John Lee,Consumer,Los Angeles,California,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,4,0,38.9312
5147,CA-2020-161333,02/02/20,07/02/20,Standard Class,JL-15835,John Lee,Consumer,Los Angeles,California,West,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4,0,16.38
5181,US-2018-120502,13/04/18,19/04/18,Standard Class,BT-11395,Bill Tyler,Corporate,Los Angeles,California,West,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,2,0,29.5776
5346,CA-2020-108539,21/03/20,23/03/20,Second Class,SC-20725,Steven Cartwright,Consumer,Los Angeles,California,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0,210.4936
5390,CA-2020-164707,18/02/20,21/02/20,Second Class,CV-12805,Cynthia Voltz,Corporate,Los Angeles,California,West,OFF-LA-10004345,Office Supplies,Labels,Avery 493,9.82,2,0,4.8118
5398,CA-2019-145492,20/11/19,27/11/19,Standard Class,MC-17605,Matt Connell,Corporate,Los Angeles,California,West,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39,12,0,11.31
5407,US-2019-143280,22/02/19,26/02/19,Standard Class,TZ-21580,Tracy Zic,Consumer,Los Angeles,California,West,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0,5.0055
5435,CA-2018-160171,19/10/18,24/10/18,Standard Class,RM-19675,Robert Marley,Home Office,Los Angeles,California,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,5,0,459.396
5526,CA-2020-154501,30/04/20,05/05/20,Standard Class,EA-14035,Erin Ashbrook,Corporate,Los Angeles,California,West,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2,0,4.0098
5579,CA-2020-137498,09/09/20,14/09/20,Second Class,LC-17050,Liz Carlisle,Consumer,Los Angeles,California,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,6.56,2,0,1.9024
5760,US-2019-111528,30/12/19,30/12/19,Same Day,JP-16135,Julie Prescott,Home Office,Los Angeles,California,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,481.32,4,0,125.1432
5772,CA-2018-103835,24/09/18,28/09/18,Standard Class,SC-20440,Shaun Chance,Corporate,Los Angeles,California,West,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1158.12,4,0,335.8548
5895,CA-2020-100825,09/09/20,14/09/20,Standard Class,KD-16495,Keith Dawkins,Corporate,Los Angeles,California,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,0,23.9688
5942,CA-2020-112431,12/10/20,14/10/20,Second Class,RW-19690,Robert Waldorf,Consumer,Los Angeles,California,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,5.88,2,0,1.5876
6010,CA-2018-135580,30/12/18,03/01/19,Standard Class,CL-12565,Clay Ludtke,Consumer,Los Angeles,California,West,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94,3,0,14.2386
6012,CA-2018-135580,30/12/18,03/01/19,Standard Class,CL-12565,Clay Ludtke,Consumer,Los Angeles,California,West,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,271.44,3,0,122.148
6030,US-2019-112970,14/11/19,15/11/19,First Class,TB-21250,Tim Brockman,Consumer,Los Angeles,California,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84,3,0,2.8536
6076,CA-2020-121398,25/12/20,29/12/20,Standard Class,FH-14365,Fred Hopkins,Corporate,Los Angeles,California,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",270.62,2,0,2.7062
6153,CA-2020-139437,03/07/20,08/07/20,Standard Class,RD-19585,Rob Dowd,Consumer,Los Angeles,California,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,0,0.8792
6160,CA-2019-161025,03/12/19,09/12/19,Standard Class,GM-14440,Gary McGarr,Consumer,Los Angeles,California,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,4,0,108.1752
6222,US-2020-157224,14/09/20,18/09/20,Second Class,JB-16000,Joy Bell-,Consumer,Los Angeles,California,West,OFF-LA-10000121,Office Supplies,Labels,Avery 48,56.7,9,0,26.082
6284,CA-2019-100944,24/09/19,28/09/19,Standard Class,EH-13765,Edward Hooks,Corporate,Los Angeles,California,West,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",304.9,5,0,143.303
6294,CA-2018-151253,22/04/18,26/04/18,Standard Class,AZ-10750,Annie Zypern,Consumer,Los Angeles,California,West,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,3,0,16.6764
6361,CA-2018-115693,10/12/18,15/12/18,Standard Class,FC-14245,Frank Carlisle,Home Office,Los Angeles,California,West,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0,15.764
6553,CA-2020-161578,16/12/20,21/12/20,Second Class,RB-19465,Rick Bensley,Home Office,Los Angeles,California,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5,0,7.945
6617,CA-2019-123512,17/06/19,19/06/19,First Class,MV-18190,Mike Vittorini,Consumer,Los Angeles,California,West,OFF-LA-10000081,Office Supplies,Labels,Avery 496,22.5,6,0,10.8
6688,CA-2018-165162,14/05/18,21/05/18,Standard Class,HG-15025,Hunter Glantz,Consumer,Los Angeles,California,West,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,0,55.896
6722,CA-2020-102974,19/09/20,24/09/20,Standard Class,DP-13105,Dave Poirier,Corporate,Los Angeles,California,West,OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,23.32,2,0,6.0632
6723,CA-2020-102974,19/09/20,24/09/20,Standard Class,DP-13105,Dave Poirier,Corporate,Los Angeles,California,West,OFF-AR-10004956,Office Supplies,Art,Newell 33,16.74,3,0,4.8546
6823,US-2020-115609,02/11/20,07/11/20,Standard Class,CS-12505,Cindy Stewart,Consumer,Los Angeles,California,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,5,0,43.706
6859,CA-2020-128965,17/04/20,22/04/20,Standard Class,PS-18760,Pamela Stobb,Consumer,Los Angeles,California,West,OFF-LA-10001404,Office Supplies,Labels,Avery 517,7.38,2,0,3.4686
6860,CA-2020-128965,17/04/20,22/04/20,Standard Class,PS-18760,Pamela Stobb,Consumer,Los Angeles,California,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,0,3.597
6862,CA-2020-128965,17/04/20,22/04/20,Standard Class,PS-18760,Pamela Stobb,Consumer,Los Angeles,California,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,23.04,8,0,11.2896
6927,CA-2019-140046,28/07/19,03/08/19,Standard Class,KM-16660,Khloe Miller,Consumer,Los Angeles,California,West,OFF-LA-10000305,Office Supplies,Labels,Avery 495,18.9,3,0,8.694
6956,CA-2018-115420,25/04/18,02/05/18,Standard Class,LS-16945,Linda Southworth,Corporate,Los Angeles,California,West,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,21.34,2,0,9.8164
